	genome_id	genome_name	accession	annotation	feature_type	gene_id	start	end	strand	na_length	gene	product	ec	refseq_locus_tag
3075	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01538	1642251	1641160	-	1091	gcvT	Aminomethyltransferase	2.1.2.10	1280pt3350_01538
3077	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01539	1642934	1642410	-	524	aroK	Shikimate kinase	2.7.1.71	1280pt3350_01539
3079	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01540	1643541	1643167	-	374		hypothetical protein		1280pt3350_01540
3081	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01541	1643881	1643582	-	299		hypothetical protein		1280pt3350_01541
3083	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01542	1644302	1643868	-	434		hypothetical protein		1280pt3350_01542
3085	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01543	1644603	1644292	-	311	comGC	ComG operon protein 3		1280pt3350_01543
3087	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01544	1645687	1644617	-	1070		hypothetical protein		1280pt3350_01544
3089	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01545	1646633	1645659	-	974	comGA	ComG operon protein 1		1280pt3350_01545
3091	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01546	1647308	1646685	-	623		putative metallo-hydrolase	3.-.-.-	1280pt3350_01546
3093	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01547	1647634	1647305	-	329		hypothetical protein		1280pt3350_01547
3095	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01548	1648620	1647634	-	986	glcK	Glucokinase	2.7.1.2	1280pt3350_01548
3097	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01549	1650264	1648801	-	1463	glpG	Rhomboid protease GlpG	3.4.21.105	1280pt3350_01549
3099	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01550	1650869	1650276	-	593	yqgN	putative protein YqgN		1280pt3350_01550
3101	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01551	1651173	1651024	-	149	rpmG2_2	50S ribosomal protein L33 2		1280pt3350_01551
3103	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01552	1653361	1651286	-	2075	pbpH	Penicillin-binding protein H		1280pt3350_01552
3105	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01553	1654081	1653482	-	599	sodA	Superoxide dismutase [Mn/Fe] 1	1.15.1.1	1280pt3350_01553
3107	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01554	1654767	1654357	-	410	zur	Zinc-specific metallo-regulatory protein		1280pt3350_01554
3109	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01555	1655626	1654754	-	872	znuB	High-affinity zinc uptake system membrane protein ZnuB		1280pt3350_01555
3111	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01556	1656444	1655659	-	785	btuD_3	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	1280pt3350_01556
3113	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01557	1657460	1656570	-	890	nfo	putative endonuclease 4	3.1.21.2	1280pt3350_01557
3115	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01558	1658816	1657470	-	1346	cshB	DEAD-box ATP-dependent RNA helicase CshB	3.6.4.13	1280pt3350_01558
3117	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01559	1660030	1658930	-	1100		GTP cyclohydrolase 1 type 2		1280pt3350_01559
3119	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01560	1660710	1660033	-	677	trmK	tRNA (adenine(22)-N(1))-methyltransferase	2.1.1.217	1280pt3350_01560
3121	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01561	1661947	1660841	-	1106	sigA	RNA polymerase sigma factor SigA		1280pt3350_01561
3123	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01562	1663970	1662171	-	1799	dnaG	DNA primase	2.7.7.-	1280pt3350_01562
3125	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01563	1664849	1664031	-	818	yqfL	Putative pyruvate, phosphate dikinase regulatory protein	2.7.11.32	1280pt3350_01563
3127	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01564	1665399	1664860	-	539	ccpN	Transcriptional repressor CcpN		1280pt3350_01564
3129	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01565	1665818	1667209	+	1391	glyQS	Glycine--tRNA ligase	6.1.1.14	1280pt3350_01565
3131	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01566	1668105	1667359	-	746	recO	DNA repair protein RecO		1280pt3350_01566
3133	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01567	1669032	1668133	-	899	era	GTPase Era		1280pt3350_01567
3135	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01568	1669437	1669033	-	404	cdd	Cytidine deaminase	3.5.4.5	1280pt3350_01568
3137	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01569	1669792	1669448	-	344	dgkA	Undecaprenol kinase	2.7.1.66	1280pt3350_01569
3139	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01570	1670262	1669795	-	467	ybeY	Endoribonuclease YbeY	3.1.-.-	1280pt3350_01570
3141	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01571	1671210	1670263	-	947		PhoH-like protein		1280pt3350_01571
3143	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01572	1672212	1671514	-	698		hypothetical protein		1280pt3350_01572
3145	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01573	1673218	1672229	-	989		hypothetical protein		1280pt3350_01573
3147	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01574	1673943	1673236	-	707		hypothetical protein		1280pt3350_01574
3149	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01575	1674339	1674163	-	176	rpsU	30S ribosomal protein S21		1280pt3350_01575
3151	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01576	1675978	1674632	-	1346	mtaB	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB	2.8.4.5	1280pt3350_01576
3153	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01577	1676737	1675985	-	752	rsmE	Ribosomal RNA small subunit methyltransferase E	2.1.1.193	1280pt3350_01577
3155	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01578	1677677	1676739	-	938	prmA	Ribosomal protein L11 methyltransferase	2.1.1.-	1280pt3350_01578
3157	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01579	1678820	1677681	-	1139	dnaJ	Chaperone protein DnaJ		1280pt3350_01579
3159	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01580	1680788	1678956	-	1832	dnaK	Chaperone protein DnaK		1280pt3350_01580
3161	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01581	1681483	1680857	-	626	grpE	Protein GrpE		1280pt3350_01581
3163	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01582	1682492	1681515	-	977	hrcA	Heat-inducible transcription repressor HrcA		1280pt3350_01582
3165	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01583	1683749	1682592	-	1157	hemW	Heme chaperone HemW		1280pt3350_01583
3167	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01584	1686102	1684279	-	1823	lepA	Elongation factor 4	3.6.5.-	1280pt3350_01584
3169	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01585	1686448	1686699	+	251	rpsT	30S ribosomal protein S20		1280pt3350_01585
3171	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01586	1687718	1686744	-	974	yqeN	putative protein YqeN		1280pt3350_01586
3173	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01587	1689976	1687775	-	2201	comEC	ComE operon protein 3		1280pt3350_01587
3175	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01588	1690412	1689981	-	431	tadA_2	tRNA-specific adenosine deaminase	3.5.4.33	1280pt3350_01588
3177	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01589	1691211	1690534	-	677	comEA	ComE operon protein 1		1280pt3350_01589
3179	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01590	1691976	1691260	-	716	tam	Trans-aconitate 2-methyltransferase	2.1.1.144	1280pt3350_01590
3181	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01591	1692332	1691979	-	353	rsfS	Ribosomal silencing factor RsfS		1280pt3350_01591
3183	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01592	1692917	1692333	-	584		hypothetical protein		1280pt3350_01592
3185	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01593	1693476	1692907	-	569	nadD	putative nicotinate-nucleotide adenylyltransferase	2.7.7.18	1280pt3350_01593
3187	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01594	1693769	1693479	-	290	yhbY	RNA-binding protein YhbY		1280pt3350_01594
3189	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01595	1694579	1693773	-	806	aroE	Shikimate dehydrogenase (NADP(+))	1.1.1.25	1280pt3350_01595
3191	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01596	1695693	1694593	-	1100	yqeH	putative protein YqeH		1280pt3350_01596
3193	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01597	1696221	1695694	-	527		hypothetical protein		1280pt3350_01597
3195	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01598	1696927	1696241	-	686	mtnN	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	3.2.2.9	1280pt3350_01598
3197	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01599	1697241	1697510	+	269		hypothetical protein		1280pt3350_01599
3199	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01600	1698464	1697712	-	752	entA	Enterotoxin type A		1280pt3350_01600
3201	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01601	1700098	1698878	-	1220		hypothetical protein		1280pt3350_01601
3203	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01602	1701616	1700387	-	1229	mntH_2	Divalent metal cation transporter MntH		1280pt3350_01602
3205	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01603	1702381	1701629	-	752	pxpA	5-oxoprolinase subunit A	3.5.2.9	1280pt3350_01603
3207	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01604	1703742	1702381	-	1361	accC	Biotin carboxylase	6.3.4.14	1280pt3350_01604
3209	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01605	1704205	1703756	-	449	accB_2	Biotin carboxyl carrier protein of acetyl-CoA carboxylase		1280pt3350_01605
3211	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01606	1705217	1704207	-	1010	pxpC_2	5-oxoprolinase subunit C	3.5.2.9	1280pt3350_01606
3213	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01607	1705941	1705207	-	734	pxpB_2	5-oxoprolinase subunit B	3.5.2.9	1280pt3350_01607
3215	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01608	1706743	1706267	-	476	greA	Transcription elongation factor GreA		1280pt3350_01608
3217	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01609	1707394	1706771	-	623	udk	Uridine kinase	2.7.1.48	1280pt3350_01609
3219	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01610	1708662	1707394	-	1268		hypothetical protein		1280pt3350_01610
3221	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01611	1709597	1708674	-	923	rlhA	23S rRNA 5-hydroxycytidine synthase		1280pt3350_01611
3223	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01612	1710238	1709600	-	638	trmR	tRNA 5-hydroxyuridine methyltransferase	2.1.1.-	1280pt3350_01612
3225	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01613	1710831	1710523	-	308		hypothetical protein		1280pt3350_01613
3227	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01614	1711274	1710846	-	428	yrrK	Putative pre-16S rRNA nuclease	3.1.-.-	1280pt3350_01614
3229	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01615	1711538	1711278	-	260		hypothetical protein		1280pt3350_01615
3231	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01616	1714234	1711601	-	2633	alaS	Alanine--tRNA ligase	6.1.1.7	1280pt3350_01616
3233	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01617	1717051	1714574	-	2477	recD2	ATP-dependent RecD-like DNA helicase	3.6.4.12	1280pt3350_01617
3235	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01618	1717721	1717053	-	668	yrrB	TPR repeat-containing protein YrrB		1280pt3350_01618
3237	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01619	1719301	1718183	-	1118	mnmA	tRNA-specific 2-thiouridylase MnmA	2.8.1.13	1280pt3350_01619
3239	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01620	1720444	1719302	-	1142	iscS_1	Cysteine desulfurase IscS	2.8.1.7	1280pt3350_01620
3241	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01621	1720756	1721769	+	1013		hypothetical protein		1280pt3350_01621
3243	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01622	1722152	1722006	-	146		hypothetical protein		1280pt3350_01622
3245	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01623	1722374	1722192	-	182		hypothetical protein		1280pt3350_01623
3247	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01624	1722896	1722474	-	422	cymR	HTH-type transcriptional regulator CymR		1280pt3350_01624
3249	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01625	1722981	1724255	+	1274		putative AAA domain-containing protein		1280pt3350_01625
3251	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01626	1725189	1724416	-	773		hypothetical protein		1280pt3350_01626
3253	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01627	1727416	1725650	-	1766	aspS	Aspartate--tRNA ligase	6.1.1.12	1280pt3350_01627
3255	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01628	1728694	1727432	-	1262	hisS	Histidine--tRNA ligase	6.1.1.21	1280pt3350_01628
3257	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01629	1730030	1729155	-	875		hypothetical protein		1280pt3350_01629
3259	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01630	1730479	1730027	-	452	dtd	D-aminoacyl-tRNA deacylase	3.1.1.96	1280pt3350_01630
3261	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01631	1732701	1730491	-	2210	relA	GTP pyrophosphokinase	2.7.6.5	1280pt3350_01631
3263	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01632	1733626	1733108	-	518	apt	Adenine phosphoribosyltransferase	2.4.2.7	1280pt3350_01632
3265	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01633	1735921	1733648	-	2273		hypothetical protein		1280pt3350_01633
3267	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01634	1738403	1736124	-	2279	secDF	Protein translocase subunit SecDF		1280pt3350_01634
3269	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01635	1738938	1738678	-	260	yajC	Sec translocon accessory complex subunit YajC		1280pt3350_01635
3271	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01636	1740096	1738957	-	1139	tgt	Queuine tRNA-ribosyltransferase	2.4.2.29	1280pt3350_01636
3273	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01637	1741144	1740119	-	1025	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	2.4.99.17	1280pt3350_01637
3275	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01638	1742150	1741146	-	1004	ruvB_2	Holliday junction ATP-dependent DNA helicase RuvB	3.6.4.12	1280pt3350_01638
3277	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01639	1742784	1742182	-	602	ruvA	Holliday junction ATP-dependent DNA helicase RuvA	3.6.4.12	1280pt3350_01639
3279	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01640	1743256	1742798	-	458		hypothetical protein		1280pt3350_01640
3281	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01641	1744558	1743266	-	1292	obg	GTPase Obg	3.6.5.-	1280pt3350_01641
3283	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01642	1745197	1744913	-	284	rpmA	50S ribosomal protein L27		1280pt3350_01642
3285	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01643	1745529	1745209	-	320		hypothetical protein		1280pt3350_01643
3287	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01644	1745843	1745535	-	308	rplU	50S ribosomal protein L21		1280pt3350_01644
3289	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01645	1746540	1746010	-	530		hypothetical protein		1280pt3350_01645
3291	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01646	1747382	1746540	-	842	mreC	Cell shape-determining protein MreC		1280pt3350_01646
3293	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01647	1748248	1747775	-	473		hypothetical protein		1280pt3350_01647
3295	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01648	1749006	1748722	-	284		hypothetical protein		1280pt3350_01648
3297	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01649	1749760	1749074	-	686		hypothetical protein		1280pt3350_01649
3299	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01650	1750464	1749757	-	707	comC	Type 4 prepilin-like proteins leader peptide-processing enzyme		1280pt3350_01650
3301	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01651	1752005	1750734	-	1271	fpgS	Folylpolyglutamate synthase	6.3.2.17	1280pt3350_01651
3303	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01652	1754648	1752018	-	2630	valS	Valine--tRNA ligase	6.1.1.9	1280pt3350_01652
3305	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01653	1755051	1755611	+	560	tag	DNA-3-methyladenine glycosylase 1	3.2.2.20	1280pt3350_01653
3307	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01654	1756901	1755834	-	1067		hypothetical protein		1280pt3350_01654
3309	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01655	1758389	1757103	-	1286	hemL1	Glutamate-1-semialdehyde 2,1-aminomutase 1	5.4.3.8	1280pt3350_01655
3311	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01656	1759411	1758437	-	974	hemB	Delta-aminolevulinic acid dehydratase	4.2.1.24	1280pt3350_01656
3313	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01657	1760082	1759414	-	668		hypothetical protein		1280pt3350_01657
3315	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01658	1761030	1760104	-	926	hemC	Porphobilinogen deaminase	2.5.1.61	1280pt3350_01658
3317	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01659	1761887	1761072	-	815		hypothetical protein		1280pt3350_01659
3319	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01660	1763255	1761909	-	1346	hemA	Glutamyl-tRNA reductase	1.2.1.70	1280pt3350_01660
3321	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01661	1764062	1763472	-	590	engB	putative GTP-binding protein EngB		1280pt3350_01661
3323	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01662	1765478	1764216	-	1262	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX		1280pt3350_01662
3325	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01663	1766930	1765629	-	1301	tig	Trigger factor	5.2.1.8	1280pt3350_01663
3327	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01664	1768022	1767093	-	929		hypothetical protein		1280pt3350_01664
3329	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01665	1768649	1768041	-	608		hypothetical protein		1280pt3350_01665
3331	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01666	1769147	1768791	-	356	rplT	50S ribosomal protein L20		1280pt3350_01666
3333	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01667	1769394	1769194	-	200	rpmI	50S ribosomal protein L35		1280pt3350_01667
3335	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01668	1769983	1769423	-	560	infC	Translation initiation factor IF-3		1280pt3350_01668
3337	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01669	1771672	1770179	-	1493	lysP_2	Lysine-specific permease		1280pt3350_01669
3339	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01670	1774035	1772098	-	1937	thrS	Threonine--tRNA ligase	6.1.1.3	1280pt3350_01670
3341	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01671	1775017	1774448	-	569	dnaI	Primosomal protein DnaI		1280pt3350_01671
3343	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01672	1775367	1775032	-	335		hypothetical protein		1280pt3350_01672
3345	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_01673	1776767	1775367	-	1400	dnaB	Replication initiation and membrane attachment protein		1280pt3350_01673
